status,distance,duration,distance_from_start,duration_from_start,location,stop_id,trip_id
travelling,0.6267183899506086,75.0,0.774461853827841,1041.0,"LINESTRING (36.68727973949345 -1.2853251495062727, 36.6872870922 -1.28530919552, 36.6874265671 -1.28509998322, 36.6878128052 -1.28469228745, 36.6885155439 -1.28409147263, 36.6894865036 -1.28306686878, 36.6902160645 -1.28224611282, 36.6903287172 -1.28204762936, 36.6903877258 -1.28175795078, 36.6903448105 -1.28125369549, 36.6903501749 -1.28094255924, 36.690372914326865 -1.2809001965549247)",,70002110
at_stop,0.0,20.0,0.774461853827841,1041.0,POINT (36.69038 -1.280904),0700SPC,70002110
travelling,0.20174174148984703,27.0,0.9762035953176881,1088.0,"LINESTRING (36.690372914326865 -1.2809001965549247, 36.690453 -1.280751, 36.6906398535 -1.28055632114, 36.6910421848 -1.28089427948, 36.6916966438 -1.28129661083, 36.691775665925 -1.2813263927180059)",,70002110
at_stop,0.0,20.0,0.9762035953176881,1088.0,POINT (36.691763 -1.28136),0700KPG,70002110
travelling,0.4964366825843211,61.0,1.4726402779020091,1169.0,"LINESTRING (36.691775665925 -1.2813263927180059, 36.692032 -1.281423, 36.692261 -1.281428, 36.692566 -1.281359, 36.6931182146 -1.28102838993, 36.6933166981 -1.28096938133, 36.6937029362 -1.28097474575, 36.694935 -1.281299, 36.69599940306882 -1.281698617994258)",,70002110
at_stop,0.0,20.0,1.4726402779020091,1169.0,POINT (36.695991 -1.281721),0700GCP,70002110
travelling,0.36399303541561584,49.0,1.836633313317625,1238.0,"LINESTRING (36.69599940306882 -1.281698617994258, 36.696075 -1.281727, 36.6965031624 -1.2818813324, 36.6969752312 -1.28199934959, 36.698166 -1.28221, 36.698994 -1.282466, 36.69916590377463 -1.282489780448906)",,70002110
at_stop,0.0,20.0,1.836633313317625,1238.0,POINT (36.699162 -1.282518),0700MRT,70002110
travelling,0.31368135050792023,43.0,2.150314663825545,1301.0,"LINESTRING (36.69916590377463 -1.282489780448906, 36.6992658377 -1.28250360489, 36.699603796 -1.2824767828, 36.7000329494 -1.28239095211, 36.701015 -1.282092, 36.70182042831719 -1.2816547161756162)",,70002110
at_stop,0.0,20.0,2.150314663825545,1301.0,POINT (36.70179784 -1.281613111),0700IOO,70002110
travelling,0.5577410960755111,68.0,2.708055759901056,1389.0,"LINESTRING (36.70182042831719 -1.2816547161756162, 36.701912 -1.281605, 36.702461 -1.281433, 36.703312 -1.281305, 36.703831 -1.281349, 36.705143 -1.281978, 36.705658 -1.282056, 36.706017 -1.282033, 36.706375 -1.281944, 36.70659314945699 -1.2818238410943816)",,70002110
at_stop,0.0,20.0,2.708055759901056,1389.0,POINT (36.70657754 -1.281795502),0700NWA,70002110
travelling,0.7001250948044621,86.0,3.408180854705518,1495.0,"LINESTRING (36.70659314945699 -1.2818238410943816, 36.707733 -1.281196, 36.7099195719 -1.28028273582, 36.711628 -1.279874, 36.712435123094565 -1.2795522796056626)",,70002110
at_stop,0.0,20.0,3.408180854705518,1495.0,POINT (36.71243548 -1.279553175),0700WTA,70002110
travelling,0.31897764694601227,44.0,3.7271585016515303,1559.0,"LINESTRING (36.712435123094565 -1.2795522796056626, 36.712772 -1.279418, 36.713749 -1.279126, 36.71479 -1.278943, 36.715216772833884 -1.278912084933369)",,70002110
at_stop,0.0,20.0,3.7271585016515303,1559.0,POINT (36.71521425 -1.278877258),0700MUM,70002110
travelling,0.47263437385843465,57.0,4.199792875509965,1636.0,"LINESTRING (36.715216772833884 -1.278912084933369, 36.716557 -1.278815, 36.716957 -1.2789, 36.717136 -1.279011, 36.718014 -1.280095, 36.718433 -1.280439, 36.7187 -1.280574, 36.71875091198018 -1.2805948744845628)",,70002110
at_stop,0.0,20.0,4.199792875509965,1636.0,POINT (36.718732 -1.280641),0700MTM,70002110
travelling,0.16409110769747687,27.0,4.363883983207442,1683.0,"LINESTRING (36.71875091198018 -1.2805948744845628, 36.72011638044642 -1.281154731915321)",,70002110
at_stop,0.0,20.0,4.363883983207442,1683.0,POINT (36.720097 -1.281202),0700NPS,70002110
travelling,0.3326187479500413,46.0,4.696502731157484,1749.0,"LINESTRING (36.72011638044642 -1.281154731915321, 36.720478 -1.281303, 36.7228639126 -1.28213346004, 36.722934213586484 -1.282155651886401)",,70002110
at_stop,0.0,20.0,4.696502731157484,1749.0,POINT (36.72293 -1.282169),0710MIH,70002110
travelling,0.48583632930383924,62.0,5.182339060461323,1831.0,"LINESTRING (36.722934213586484 -1.282155651886401, 36.723854 -1.282446, 36.724926 -1.282791, 36.725666 -1.282951, 36.726727 -1.283333, 36.72710284622072 -1.2834460540096042)",,70002110
at_stop,0.0,20.0,5.182339060461323,1831.0,POINT (36.727117 -1.283399),0700BMY,70002110
travelling,0.2066966254851414,32.0,5.389035685946464,1883.0,"LINESTRING (36.72710284622072 -1.2834460540096042, 36.72888232637161 -1.283981319112668)",,70002110
at_stop,0.0,20.0,5.389035685946464,1883.0,POINT (36.728874 -1.284009),0710KWN,70002110
travelling,0.7120338424111303,86.0,6.101069528357594,1989.0,"LINESTRING (36.72888232637161 -1.283981319112668, 36.728981 -1.284011, 36.729889 -1.284056, 36.730385 -1.28402, 36.731895 -1.283792, 36.7332333326 -1.28364622593, 36.734123826 -1.28371596336, 36.734753 -1.283814, 36.73521582502345 -1.2839620277700272)",,70002110
at_stop,0.0,20.0,6.101069528357594,1989.0,POINT (36.735204 -1.283999),0700AIC,70002110
travelling,0.29459942576617093,42.0,6.395668954123765,2051.0,"LINESTRING (36.73521582502345 -1.2839620277700272, 36.73621 -1.28428, 36.737072 -1.284625, 36.7376053333 -1.28474593163, 36.737734219375014 -1.2847325059990633)",,70002110
at_stop,0.0,20.0,6.395668954123765,2051.0,POINT (36.737735 -1.28474),0700KEQ,70002110
travelling,0.21771600010269357,33.0,6.613384954226458,2104.0,"LINESTRING (36.737734219375014 -1.2847325059990633, 36.7378628254 -1.28471910954, 36.738266 -1.285084, 36.738945 -1.285656, 36.73927404554076 -1.2858837033145387)",,70002110
at_stop,0.0,20.0,6.613384954226458,2104.0,POINT (36.73926 -1.285904),0700PBG,70002110
travelling,0.11759074298183224,22.0,6.73097569720829,2146.0,"LINESTRING (36.73927404554076 -1.2858837033145387, 36.740144706118826 -1.286486210490314)",,70002110
at_stop,0.0,20.0,6.73097569720829,2146.0,POINT (36.740158 -1.286467),0710DCD,70002110
travelling,0.19745194684237385,31.0,6.928427644050664,2197.0,"LINESTRING (36.740144706118826 -1.286486210490314, 36.741606672070844 -1.2874979078141833)",,70002110
at_stop,0.0,20.0,6.928427644050664,2197.0,POINT (36.74159 -1.287522),0700BPS,70002110
travelling,0.21767468858425998,33.0,7.146102332634923,2250.0,"LINESTRING (36.741606672070844 -1.2874979078141833, 36.7432183709024 -1.2886132220200426)",,70002110
at_stop,0.0,20.0,7.146102332634923,2250.0,POINT (36.743186 -1.28866),0700MSK,70002110
travelling,0.34027319534101674,47.0,7.48637552797594,2317.0,"LINESTRING (36.7432183709024 -1.2886132220200426, 36.74573780998157 -1.2903567029612606)",,70002110
at_stop,0.0,20.0,7.48637552797594,2317.0,POINT (36.745712 -1.290394),0710SIN,70002110
travelling,0.24269092223725175,36.0,7.729066450213192,2373.0,"LINESTRING (36.74573780998157 -1.2903567029612606, 36.747257 -1.291408, 36.747557869927384 -1.2915609011106364)",,70002110
at_stop,0.0,20.0,7.729066450213192,2373.0,POINT (36.747569 -1.291539),0710KYJ,70002110
travelling,0.46199960619668395,60.0,8.191066056409875,2453.0,"LINESTRING (36.747557869927384 -1.2915609011106364, 36.747562 -1.291563, 36.751555988963226 -1.2926849581532016)",,70002110
at_stop,0.0,20.0,8.191066056409875,2453.0,POINT (36.751563 -1.29266),0700DCT,70002110
travelling,0.475938280091416,61.0,8.667004336501291,2534.0,"LINESTRING (36.751555988963226 -1.2926849581532016, 36.752827 -1.293042, 36.753471 -1.293389, 36.754581 -1.294338, 36.755139403680275 -1.2948716504532483)",,70002110
at_stop,0.0,20.0,8.667004336501291,2534.0,POINT (36.75515771 -1.294852495),0700ZLL,70002110
travelling,0.13945401741564256,25.0,8.806458353916934,2579.0,"LINESTRING (36.755139403680275 -1.2948716504532483, 36.755348 -1.295071, 36.755699 -1.295534, 36.75589239958643 -1.2958711130969194)",,70002110
at_stop,0.0,20.0,8.806458353916934,2579.0,POINT (36.755917 -1.295857),0700RIR,70002110
travelling,0.1477374973148106,26.0,8.954195851231745,2625.0,"LINESTRING (36.75589239958643 -1.2958711130969194, 36.75655619417039 -1.2970281675252626)",,70002110
at_stop,0.0,20.0,8.954195851231745,2625.0,POINT (36.756553 -1.29703),0710KJS,70002110
travelling,0.20058812015012709,31.0,9.154783971381873,2676.0,"LINESTRING (36.75655619417039 -1.2970281675252626, 36.756676 -1.297237, 36.756847 -1.297457, 36.757206 -1.297752, 36.757477 -1.297899, 36.757896 -1.298032, 36.757968833218435 -1.298048270089275)",,70002110
at_stop,0.0,20.0,9.154783971381873,2676.0,POINT (36.757968 -1.298052),0700TBK,70002110
travelling,0.21612390413637336,33.0,9.370907875518245,2729.0,"LINESTRING (36.757968833218435 -1.298048270089275, 36.75986466744311 -1.2984717772848924)",,70002110
at_stop,0.0,20.0,9.370907875518245,2729.0,POINT (36.759874 -1.29843),0702KDC,70002110
travelling,0.30813370314377064,43.0,9.679041578662016,2792.0,"LINESTRING (36.75986466744311 -1.2984717772848924, 36.761898 -1.298926, 36.761898 -1.298926, 36.762569466977645 -1.2990668992406882)",,70002110
at_stop,0.0,20.0,9.679041578662016,2792.0,POINT (36.762577 -1.299031),0710NKT,70002110
travelling,0.2892444371795356,41.0,9.968286015841551,2853.0,"LINESTRING (36.762569466977645 -1.2990668992406882, 36.76511374971219 -1.299600786263178)",,70002110
at_stop,0.0,20.0,9.968286015841551,2853.0,POINT (36.76512 -1.299571),0710BBT,70002110
travelling,0.4386209862785708,57.0,10.406907002120121,2930.0,"LINESTRING (36.76511374971219 -1.299600786263178, 36.768932 -1.300402, 36.76897269736247 -1.3004056125259338)",,70002110
at_stop,0.0,20.0,10.406907002120121,2930.0,POINT (36.76897 -1.300436),0710IMJ,70002110
travelling,0.5654875847546461,71.0,10.972394586874767,3021.0,"LINESTRING (36.76897269736247 -1.3004056125259338, 36.769653 -1.300466, 36.770927 -1.300487, 36.774046992684106 -1.3003268574673277)",,70002110
at_stop,0.0,20.0,10.972394586874767,3021.0,POINT (36.774047 -1.300327),0710POD,70002110
travelling,0.6893645446055432,82.0,11.66175913148031,3123.0,"LINESTRING (36.774046992684106 -1.3003268574673277, 36.779324 -1.300056, 36.779385 -1.299927, 36.779491 -1.299871, 36.779629 -1.299916, 36.779697 -1.300059, 36.78004275223648 -1.3000423188755341)",,70002110
at_stop,0.0,20.0,11.66175913148031,3123.0,POINT (36.780041 -1.300006),0710ADC,70002110
travelling,0.2315605807497285,35.0,11.893319712230038,3178.0,"LINESTRING (36.78004275223648 -1.3000423188755341, 36.7821210419005 -1.2999420499404306)",,70002110
at_stop,0.0,20.0,11.893319712230038,3178.0,POINT (36.782118 -1.299879),0710KRD,70002110
travelling,0.7292238169311391,89.0,12.622543529161177,3287.0,"LINESTRING (36.7821210419005 -1.2999420499404306, 36.78866593046854 -1.2996262859646721)",,70002110
at_stop,0.0,20.0,12.622543529161177,3287.0,POINT (36.788665 -1.299607),0710TTL,70002110
travelling,0.28726115014826425,41.0,12.909804679309442,3348.0,"LINESTRING (36.78866593046854 -1.2996262859646721, 36.79124414035642 -1.2995018979332988)",,70002110
at_stop,0.0,20.0,12.909804679309442,3348.0,POINT (36.79123878 -1.299390793),0700BMC,70002110
travelling,0.6508465409322055,80.0,13.560651220241647,3448.0,"LINESTRING (36.79124414035642 -1.2995018979332988, 36.795574 -1.299293, 36.797059796917196 -1.2990038526554633)",,70002110
at_stop,0.0,20.0,13.560651220241647,3448.0,POINT (36.79704845 -1.298945546),0710CCT,70002110
travelling,0.23118614236057192,35.0,13.79183736260222,3503.0,"LINESTRING (36.797059796917196 -1.2990038526554633, 36.79909933207854 -1.2986069436504926)",,70002110
at_stop,0.0,20.0,13.79183736260222,3503.0,POINT (36.79908693 -1.298543215),0710CME,70002110
travelling,0.5791786131499156,72.0,14.371015975752135,3595.0,"LINESTRING (36.79909933207854 -1.2986069436504926, 36.79932 -1.298564, 36.80241 -1.297959, 36.8026596308 -1.29785120487, 36.8028205633 -1.29776537418, 36.8029814959 -1.29776000977, 36.8031746149 -1.2978297472, 36.8036520481 -1.29778146744, 36.80417091344826 -1.297664598408688)",,70002110
at_stop,0.0,20.0,14.371015975752135,3595.0,POINT (36.80416703 -1.297647357),0712KNH,70002110
travelling,0.7483445889671116,90.0,15.119360564719246,3705.0,"LINESTRING (36.80417091344826 -1.297664598408688, 36.8070101738 -1.2970250845, 36.807384 -1.296895, 36.8083781004 -1.29629552364, 36.8092417717 -1.29554986954, 36.8101751804 -1.29505634308, 36.81023329278593 -1.29502072567557)",,70002110
at_stop,0.0,20.0,15.119360564719246,3705.0,POINT (36.81022882 -1.295013428),0710TNA,70002110
travelling,0.5104392392109147,49.0,15.62979980393016,3774.0,"LINESTRING (36.81023329278593 -1.29502072567557, 36.811047 -1.294522, 36.811653 -1.293981, 36.811653 -1.293981, 36.8117791414 -1.29389762878, 36.811867 -1.293871, 36.812008 -1.293914, 36.8121653795 -1.29476666451, 36.8125140667 -1.29522264004, 36.8128359318 -1.29522800446, 36.813469 -1.295026, 36.813482131249096 -1.295020085358055)",,70002110
at_stop,0.0,20.0,15.62979980393016,3774.0,POINT (36.8134743 -1.295002699),0700NHF,70002110
travelling,1.0861226022683512,124.0,16.715922406198512,3918.0,"LINESTRING (36.813482131249096 -1.295020085358055, 36.814175 -1.294708, 36.8145793676 -1.294080019, 36.8147671223 -1.29394054413, 36.8166124821 -1.29350066185, 36.8185758591 -1.29310905933, 36.8198740482 -1.29278182983, 36.8201851845 -1.2926530838, 36.8202388287 -1.29256725311, 36.820347 -1.292506, 36.8204748631 -1.29251360893, 36.8205553293 -1.29258871078, 36.8207484484 -1.29261016846, 36.822311 -1.291871, 36.822311 -1.291871, 36.822350470843 -1.2918163292050353)",,70002110
at_stop,0.0,20.0,16.715922406198512,3918.0,POINT (36.82235777 -1.291821599),0510AGP,70002110
travelling,1.0858248118081957,82.0,17.801747218006707,4020.0,"LINESTRING (36.822350470843 -1.2918163292050353, 36.822472 -1.291648, 36.823971 -1.290845, 36.823971 -1.290845, 36.824295 -1.290843, 36.824295 -1.290843, 36.826336 -1.289849, 36.8273252249 -1.28932714462, 36.8273091316 -1.28921985626, 36.8273466825 -1.28907501698, 36.8274754286 -1.28900527954, 36.8276256323 -1.2890213728, 36.827711463 -1.28911793232, 36.8277329206 -1.28924131393, 36.8287736177 -1.29132270813, 36.8287521601 -1.29139780998, 36.828559041 -1.29150509834, 36.8284839392 -1.29148900509, 36.828198601844676 -1.290905211459351)",,70002110
at_terminal,0.0,920.0,17.801747218006707,4020.0,POINT (36.828242 -1.290884),0001RLW,70002110
